timestamp,machine_id,rpm,vibration_mms,temperature_c,pressure_bar,output_units_per_hr,power_kw,anomaly
2024-03-01 21:00:00,MCH2_003,1515.1,2.472,70.89,5.486,319.4,51.87,0
2024-03-01 22:00:00,MCH2_003,1483.6,2.664,72.43,5.753,269.1,63.29,0
2024-03-01 23:00:00,MCH2_003,1500.0,2.057,75.82,5.592,306.6,57.33,0
2024-03-02 00:00:00,MCH2_003,1354.5,2.697,67.39,5.701,298.3,61.14,1
2024-03-02 01:00:00,MCH2_003,1474.3,1.722,79.56,5.899,304.7,46.79,0
2024-03-02 02:00:00,MCH2_003,1506.6,2.97,79.2,7.012,298.5,61.79,0
2024-03-02 03:00:00,MCH2_003,1466.9,2.089,78.09,5.328,303.5,53.46,0
2024-03-02 04:00:00,MCH2_003,1349.0,1.838,84.84,5.797,288.4,60.51,0
2024-03-02 05:00:00,MCH2_003,1518.1,2.581,80.35,6.28,308.9,56.9,0
2024-03-02 06:00:00,MCH2_004,1449.7,2.248,73.09,5.789,327.2,58.36,0
2024-03-02 07:00:00,MCH2_004,1623.5,1.47,77.58,6.293,310.9,60.95,0
2024-03-02 08:00:00,MCH2_004,1491.9,6.354,78.89,5.74,292.4,61.73,1
2024-03-02 09:00:00,MCH2_004,1498.0,2.855,72.97,5.684,271.4,56.94,0
2024-03-02 10:00:00,MCH2_004,1437.0,3.315,95.56,5.829,302.0,51.64,1
2024-03-02 11:00:00,MCH2_004,1525.3,2.564,73.9,6.123,331.6,46.66,0
2024-03-02 12:00:00,MCH2_004,1579.5,3.813,76.2,6.894,300.7,53.84,0
2024-03-02 13:00:00,MCH2_004,1587.0,3.349,84.93,2.099,308.3,52.29,1
2024-03-02 14:00:00,MCH2_004,1513.5,2.97,75.87,5.838,320.1,64.85,0
2024-03-02 15:00:00,MCH2_004,1501.1,2.247,68.2,6.037,300.0,50.63,0
2024-03-02 16:00:00,MCH2_005,1514.5,2.051,74.92,6.195,297.7,55.16,0
2024-03-02 17:00:00,MCH2_005,1529.3,2.135,83.97,5.745,264.5,58.9,0
2024-03-02 18:00:00,MCH2_005,1561.9,2.863,70.66,6.289,315.3,53.79,0
2024-03-02 19:00:00,MCH2_005,1524.0,2.793,72.6,5.917,317.2,61.39,0
2024-03-02 20:00:00,MCH2_005,1532.4,1.551,72.44,5.673,289.9,56.49,0
2024-03-02 21:00:00,MCH2_005,1580.4,2.322,76.17,5.765,307.0,53.34,0
2024-03-02 22:00:00,MCH2_005,1475.8,3.158,78.3,5.83,284.9,62.89,0
2024-03-02 23:00:00,MCH2_005,1599.1,2.716,76.32,5.936,280.7,59.71,0
2024-03-03 00:00:00,MCH2_005,1606.2,2.6,87.47,6.652,317.3,58.69,0
2024-03-03 01:00:00,MCH2_005,1473.8,2.439,69.33,5.656,291.5,60.22,0
2024-03-03 02:00:00,MCH2_006,1473.5,2.103,69.0,5.584,267.1,56.16,0
2024-03-03 03:00:00,MCH2_006,1505.1,2.759,78.34,5.899,307.8,56.1,0
2024-03-03 04:00:00,MCH2_006,1528.3,2.72,77.93,6.538,274.4,66.89,0
2024-03-03 05:00:00,MCH2_006,1408.3,2.017,75.17,5.788,274.0,58.46,0
2024-03-03 06:00:00,MCH2_006,1269.4,2.732,73.82,6.083,304.1,58.0,1
2024-03-03 07:00:00,MCH2_006,1471.3,3.085,70.43,6.037,274.6,48.33,0
2024-03-03 08:00:00,MCH2_006,1515.3,3.18,72.6,5.943,293.7,63.41,0
2024-03-03 09:00:00,MCH2_006,1530.0,2.26,77.03,5.567,271.9,52.77,0
2024-03-03 10:00:00,MCH2_006,1482.1,2.478,70.24,6.429,310.1,54.43,0
2024-03-03 11:00:00,MCH2_006,1548.4,2.906,72.12,6.78,292.5,60.01,0
2024-03-03 12:00:00,MCH2_007,1539.7,2.06,65.48,6.572,313.2,54.97,0
2024-03-03 13:00:00,MCH2_007,1580.9,2.585,70.88,6.431,322.9,63.08,0
2024-03-03 14:00:00,MCH2_007,1476.5,2.775,80.82,5.84,293.5,56.63,0
2024-03-03 15:00:00,MCH2_007,1429.1,1.849,75.02,5.77,325.6,52.56,0
2024-03-03 16:00:00,MCH2_007,1617.9,2.19,71.9,6.824,341.7,53.15,0
2024-03-03 17:00:00,MCH2_007,1501.2,2.495,74.95,6.51,282.9,65.49,0
2024-03-03 18:00:00,MCH2_007,1547.9,2.687,80.75,6.584,303.3,45.97,0
2024-03-03 19:00:00,MCH2_007,1516.3,1.798,72.46,6.166,303.9,53.35,0
2024-03-03 20:00:00,MCH2_007,1520.0,2.34,74.22,5.041,312.5,59.42,0
2024-03-03 21:00:00,MCH2_007,1524.9,2.517,74.13,6.173,284.4,50.92,0
2024-03-03 22:00:00,MCH2_008,1558.3,3.082,73.17,6.043,343.6,53.55,0
2024-03-03 23:00:00,MCH2_008,1548.9,2.463,76.9,5.876,274.1,56.38,0
2024-03-04 00:00:00,MCH2_008,1523.2,1.69,75.37,6.184,327.2,54.9,0
2024-03-04 01:00:00,MCH2_008,1550.4,1.959,81.66,5.121,274.9,58.37,0
2024-03-04 02:00:00,MCH2_008,1493.5,2.104,74.94,6.476,266.7,59.6,0
2024-03-04 03:00:00,MCH2_008,1572.9,3.037,75.27,6.467,275.1,50.99,0
2024-03-04 04:00:00,MCH2_008,1483.5,1.88,77.53,5.669,254.8,53.65,0
2024-03-04 05:00:00,MCH2_008,1425.1,2.022,81.28,5.851,325.1,60.72,0
2024-03-04 06:00:00,MCH2_008,1543.1,2.203,68.52,6.409,279.8,62.21,0
2024-03-04 07:00:00,MCH2_008,1382.5,12.314,77.72,5.481,305.1,47.68,1
2024-03-04 08:00:00,MCH2_009,1521.5,2.424,82.9,5.656,294.9,45.35,0
2024-03-04 09:00:00,MCH2_009,1424.9,3.619,75.04,6.435,321.2,56.64,0
2024-03-04 10:00:00,MCH2_009,1509.3,2.17,75.82,5.501,291.2,59.56,0
2024-03-04 11:00:00,MCH2_009,1555.3,1.684,71.52,6.479,297.6,45.51,0
2024-03-04 12:00:00,MCH2_009,1564.3,2.975,72.23,5.734,287.2,55.06,0
2024-03-04 13:00:00,MCH2_009,1487.7,2.052,78.66,5.201,301.5,42.35,0
2024-03-04 14:00:00,MCH2_009,1404.7,1.962,73.03,5.512,301.1,48.79,0
2024-03-04 15:00:00,MCH2_009,1506.9,2.707,66.64,5.527,287.1,57.2,0
2024-03-04 16:00:00,MCH2_009,1410.2,3.181,84.94,6.606,316.5,45.4,0
2024-03-04 17:00:00,MCH2_009,1668.2,3.455,73.65,6.041,271.7,52.8,0
2024-03-04 18:00:00,MCH2_010,1571.4,24.54,75.1,6.286,291.7,52.21,1
2024-03-04 19:00:00,MCH2_010,1535.9,2.052,69.09,6.191,313.1,54.97,0
2024-03-04 20:00:00,MCH2_010,1447.1,2.886,79.05,5.772,297.4,63.9,0
2024-03-04 21:00:00,MCH2_010,1456.8,2.699,78.26,5.868,292.2,54.5,0
2024-03-04 22:00:00,MCH2_010,1536.4,1.812,76.86,5.495,336.7,61.37,0
2024-03-04 23:00:00,MCH2_010,1477.0,2.448,76.66,5.745,282.0,61.34,0
2024-03-05 00:00:00,MCH2_010,1506.4,2.891,77.87,5.62,275.3,57.54,0
2024-03-05 01:00:00,MCH2_010,1554.0,2.576,68.76,5.311,269.0,56.15,0
2024-03-05 02:00:00,MCH2_010,1538.6,2.387,74.87,6.852,326.6,56.16,0
2024-03-05 03:00:00,MCH2_010,1533.6,2.873,72.73,5.707,294.4,50.97,0
2024-03-05 04:00:00,MCH2_011,1448.9,2.474,76.43,4.886,265.9,49.83,0
2024-03-05 05:00:00,MCH2_011,1501.9,1.835,75.3,5.848,319.0,57.01,0
2024-03-05 06:00:00,MCH2_011,1585.5,2.391,84.48,5.95,345.2,57.12,0
2024-03-05 07:00:00,MCH2_011,1542.2,2.783,72.69,5.42,306.6,50.39,0
2024-03-05 08:00:00,MCH2_011,1517.6,2.894,77.34,6.381,299.9,57.18,0
2024-03-05 09:00:00,MCH2_011,1457.1,3.081,79.78,6.215,312.8,57.15,0
2024-03-05 10:00:00,MCH2_011,1429.1,2.234,75.24,6.013,303.2,54.93,0
2024-03-05 11:00:00,MCH2_011,1520.0,1.884,73.66,6.107,313.3,61.28,0
2024-03-05 12:00:00,MCH2_011,1522.3,2.466,73.82,5.788,291.2,57.22,0
2024-03-05 13:00:00,MCH2_011,1508.2,1.911,77.14,5.601,266.3,46.88,0
2024-03-05 14:00:00,MCH2_012,1584.9,3.3,77.19,5.924,289.1,48.9,0
2024-03-05 15:00:00,MCH2_012,1510.2,2.772,71.56,5.763,271.9,57.06,0
2024-03-05 16:00:00,MCH2_012,1569.8,2.244,78.45,6.12,332.1,64.86,0
2024-03-05 17:00:00,MCH2_012,1516.8,2.545,80.69,5.949,316.3,48.89,0
2024-03-05 18:00:00,MCH2_012,1512.6,2.322,68.79,5.271,271.3,52.0,0
2024-03-05 19:00:00,MCH2_012,1474.7,2.181,80.6,6.511,292.5,61.76,0
2024-03-05 20:00:00,MCH2_012,1442.0,2.535,72.5,6.415,282.0,58.77,0
2024-03-05 21:00:00,MCH2_012,1493.2,2.346,76.58,5.775,335.7,60.61,0
2024-03-05 22:00:00,MCH2_012,1520.1,2.884,76.14,6.028,319.3,53.98,0
2024-03-05 23:00:00,MCH2_012,1261.8,1.821,69.55,6.193,313.9,50.16,1
2024-03-06 00:00:00,MCH2_013,1600.4,5.912,74.54,5.849,303.9,58.26,1
2024-03-06 01:00:00,MCH2_013,1457.8,1.445,78.71,6.009,314.7,46.31,0
2024-03-06 02:00:00,MCH2_013,1522.3,2.073,75.79,5.897,309.5,57.92,0
2024-03-06 03:00:00,MCH2_013,1442.5,2.803,79.6,5.576,311.5,64.86,0
2024-03-06 04:00:00,MCH2_013,1481.0,2.018,71.54,6.167,330.0,49.64,0
2024-03-06 05:00:00,MCH2_013,1464.9,2.142,73.18,5.588,292.6,51.97,0
2024-03-06 06:00:00,MCH2_013,1547.3,2.166,76.81,6.325,314.4,53.66,0
2024-03-06 07:00:00,MCH2_013,1450.3,2.87,73.59,6.507,307.8,56.59,0
2024-03-06 08:00:00,MCH2_013,1560.5,2.304,72.39,6.003,322.5,54.84,0
2024-03-06 09:00:00,MCH2_013,1515.9,2.223,75.71,5.277,301.4,61.9,0
2024-03-06 10:00:00,MCH2_014,1488.1,2.417,82.8,5.723,305.1,58.19,0
2024-03-06 11:00:00,MCH2_014,1543.3,2.355,85.75,5.723,292.1,57.71,0
2024-03-06 12:00:00,MCH2_014,1523.8,2.841,77.94,6.099,310.0,61.88,0
2024-03-06 13:00:00,MCH2_014,1534.0,2.659,68.72,5.909,332.0,65.11,0
2024-03-06 14:00:00,MCH2_014,1447.8,2.831,72.76,5.834,317.5,53.03,0
2024-03-06 15:00:00,MCH2_014,1505.0,2.987,66.54,5.718,301.2,52.49,0
2024-03-06 16:00:00,MCH2_014,1481.9,2.424,68.47,5.292,326.6,52.23,0
2024-03-06 17:00:00,MCH2_014,1421.1,2.758,72.18,5.497,266.5,67.29,0
2024-03-06 18:00:00,MCH2_014,1535.4,3.009,73.22,6.172,291.9,52.65,0
2024-03-06 19:00:00,MCH2_014,1535.3,2.176,83.97,6.095,313.7,59.36,0
2024-03-06 20:00:00,MCH2_015,1507.3,3.002,77.5,5.685,319.5,53.13,0
2024-03-06 21:00:00,MCH2_015,1453.5,2.671,72.09,6.269,274.2,59.76,0
2024-03-06 22:00:00,MCH2_015,1511.9,2.807,80.14,5.581,268.5,47.7,0
2024-03-06 23:00:00,MCH2_015,1439.8,2.892,75.63,6.215,322.6,59.58,0
2024-03-07 00:00:00,MCH2_015,1510.8,1.809,78.32,6.088,288.9,54.07,0
2024-03-07 01:00:00,MCH2_015,1522.9,2.99,73.3,5.629,292.0,51.54,0
2024-03-07 02:00:00,MCH2_015,1528.3,2.921,75.66,5.74,280.9,57.97,0
2024-03-07 03:00:00,MCH2_015,1539.6,2.317,81.28,5.775,296.2,44.83,0
2024-03-07 04:00:00,MCH2_015,1505.7,2.534,76.07,5.9,310.4,51.53,0
2024-03-07 05:00:00,MCH2_015,1520.2,2.781,77.56,5.68,322.3,51.43,0
2024-03-07 06:00:00,MCH2_016,1488.1,2.104,80.16,6.306,309.3,53.32,0
2024-03-07 07:00:00,MCH2_016,1478.4,2.301,69.67,5.855,330.4,54.2,0
2024-03-07 08:00:00,MCH2_016,1485.5,2.259,67.1,6.228,312.9,58.69,0
2024-03-07 09:00:00,MCH2_016,1575.7,2.595,79.79,5.158,289.1,53.39,0
2024-03-07 10:00:00,MCH2_016,1561.1,2.287,86.17,5.218,305.7,53.76,0
2024-03-07 11:00:00,MCH2_016,1477.7,2.676,83.84,5.968,275.1,43.86,0
2024-03-07 12:00:00,MCH2_016,1519.8,2.434,67.84,5.568,341.9,56.05,0
2024-03-07 13:00:00,MCH2_016,1519.4,2.237,73.85,6.476,320.0,52.08,0
2024-03-07 14:00:00,MCH2_016,1503.0,2.927,69.95,6.134,332.2,57.09,0
2024-03-07 15:00:00,MCH2_016,1555.4,2.806,84.43,1.799,276.8,49.27,1
2024-03-07 16:00:00,MCH2_017,1451.3,2.593,73.66,5.701,286.5,58.38,0
2024-03-07 17:00:00,MCH2_017,1430.3,2.858,78.11,6.273,299.0,58.26,0
2024-03-07 18:00:00,MCH2_017,1429.0,22.481,78.78,5.169,327.4,46.87,1
2024-03-07 19:00:00,MCH2_017,1338.4,2.623,72.98,6.165,311.0,46.76,1
2024-03-07 20:00:00,MCH2_017,1440.7,3.42,80.97,6.226,351.5,52.18,0
2024-03-07 21:00:00,MCH2_017,1464.9,1.907,77.56,6.076,339.8,49.37,0
2024-03-07 22:00:00,MCH2_017,1544.7,2.79,73.65,5.747,295.9,50.16,0
2024-03-07 23:00:00,MCH2_017,1532.3,1.785,67.18,6.018,268.2,56.56,0
2024-03-08 00:00:00,MCH2_017,1444.3,2.71,86.87,6.519,296.6,65.22,0
2024-03-08 01:00:00,MCH2_017,1560.2,3.095,78.68,6.719,300.6,51.41,0
2024-03-08 02:00:00,MCH2_018,1485.1,2.993,90.01,5.783,299.9,59.6,1
2024-03-08 03:00:00,MCH2_018,1500.5,2.317,79.24,6.141,297.0,48.09,0
2024-03-08 04:00:00,MCH2_018,1507.2,1.71,83.23,6.05,322.6,58.51,0
2024-03-08 05:00:00,MCH2_018,1468.4,1.817,78.57,6.126,311.7,50.37,0
2024-03-08 06:00:00,MCH2_018,1415.1,2.502,115.24,7.38,309.8,61.19,1
2024-03-08 07:00:00,MCH2_018,1532.3,2.197,78.45,5.076,266.9,60.75,0
2024-03-08 08:00:00,MCH2_018,1496.2,2.008,84.66,5.747,304.7,50.24,0
2024-03-08 09:00:00,MCH2_018,1464.5,5.8,79.46,5.208,328.2,64.82,1
2024-03-08 10:00:00,MCH2_018,1494.5,2.589,71.69,6.213,324.3,53.25,0
2024-03-08 11:00:00,MCH2_018,1491.2,1.975,77.79,5.923,306.9,54.66,0
2024-03-08 12:00:00,MCH2_019,1474.7,6.763,74.1,6.284,333.8,51.86,1
2024-03-08 13:00:00,MCH2_019,1477.2,2.866,69.94,5.627,280.0,51.42,0
2024-03-08 14:00:00,MCH2_019,1490.1,2.257,69.81,5.819,319.1,55.53,0
2024-03-08 15:00:00,MCH2_019,1458.5,1.484,80.8,5.674,318.6,51.71,0
2024-03-08 16:00:00,MCH2_019,1521.0,1.755,85.58,5.4,305.1,48.61,0
2024-03-08 17:00:00,MCH2_019,1429.2,1.919,75.04,6.515,313.4,52.25,0
2024-03-08 18:00:00,MCH2_019,1526.3,2.854,69.52,5.919,339.3,47.9,0
2024-03-08 19:00:00,MCH2_019,1474.8,2.709,75.99,5.374,277.3,61.55,0
2024-03-08 20:00:00,MCH2_019,1546.9,2.509,70.34,5.647,310.5,42.75,0
2024-03-08 21:00:00,MCH2_019,1524.8,2.276,76.2,5.76,324.2,51.86,0
2024-03-08 22:00:00,MCH2_020,1545.6,2.097,71.22,5.992,277.9,60.46,0
2024-03-08 23:00:00,MCH2_020,1511.9,2.902,82.07,6.104,283.1,57.27,0
2024-03-09 00:00:00,MCH2_020,1453.7,2.661,77.99,6.362,281.6,65.81,0
2024-03-09 01:00:00,MCH2_020,1467.9,2.246,71.22,5.817,306.5,55.17,0
2024-03-09 02:00:00,MCH2_020,1559.4,3.234,74.2,6.064,283.8,56.78,0
2024-03-09 03:00:00,MCH2_020,1504.7,1.783,71.23,6.601,323.2,56.47,0
2024-03-09 04:00:00,MCH2_020,1385.6,2.524,76.48,6.143,316.4,61.77,0
2024-03-09 05:00:00,MCH2_020,1487.2,2.661,73.95,6.126,294.2,56.05,0
2024-03-09 06:00:00,MCH2_020,1478.5,1.908,77.88,6.145,318.3,62.13,0
2024-03-09 07:00:00,MCH2_020,1571.1,24.35,82.09,6.087,292.6,49.6,1
