timestamp,machine_id,rpm,vibration_mms,temperature_c,pressure_bar,output_units_per_hr,power_kw,anomaly
2024-03-01 23:00:00,MCH1_003,1469.1,2.385,67.48,6.034,305.0,63.13,0
2024-03-02 00:00:00,MCH1_003,1505.3,6.637,87.53,6.154,304.3,55.74,1
2024-03-02 01:00:00,MCH1_003,1530.1,2.157,69.81,5.083,296.7,48.93,0
2024-03-02 02:00:00,MCH1_003,1527.6,1.979,68.35,6.673,321.8,47.84,0
2024-03-02 03:00:00,MCH1_003,1545.6,2.038,79.21,6.346,318.9,58.48,0
2024-03-02 04:00:00,MCH1_003,1591.9,2.631,72.67,6.727,285.5,57.99,0
2024-03-02 05:00:00,MCH1_003,1485.4,3.101,75.33,6.482,286.8,52.22,0
2024-03-02 06:00:00,MCH1_004,1551.4,2.084,88.36,5.553,297.1,53.95,0
2024-03-02 07:00:00,MCH1_004,1513.3,2.387,77.61,6.707,283.9,62.38,0
2024-03-02 08:00:00,MCH1_004,1409.6,2.537,68.68,5.786,318.5,47.19,0
2024-03-02 09:00:00,MCH1_004,1429.1,2.912,84.44,5.641,289.6,55.35,0
2024-03-02 10:00:00,MCH1_004,1464.3,2.508,71.64,6.368,308.1,44.97,0
2024-03-02 11:00:00,MCH1_004,1586.1,2.644,77.27,1.578,278.0,60.21,1
2024-03-02 12:00:00,MCH1_004,1507.6,1.733,70.23,6.18,313.9,59.09,0
2024-03-02 13:00:00,MCH1_004,1477.9,2.742,73.41,6.054,303.0,61.62,0
2024-03-02 14:00:00,MCH1_004,1567.8,1.927,61.04,5.491,331.8,55.75,0
2024-03-02 15:00:00,MCH1_004,1522.1,2.726,79.46,6.101,291.6,51.9,0
2024-03-02 16:00:00,MCH1_005,1474.7,2.534,78.36,6.141,277.5,53.42,0
2024-03-02 17:00:00,MCH1_005,1530.4,2.321,72.27,5.073,303.1,50.91,0
2024-03-02 18:00:00,MCH1_005,1491.5,3.269,73.33,5.997,325.3,50.42,0
2024-03-02 19:00:00,MCH1_005,1507.8,2.76,78.58,5.956,299.3,51.56,0
2024-03-02 20:00:00,MCH1_005,1586.7,6.676,72.69,5.451,290.6,55.71,1
2024-03-02 21:00:00,MCH1_005,1459.7,3.731,84.14,6.288,297.1,55.65,0
2024-03-02 22:00:00,MCH1_005,1507.8,2.982,71.69,5.584,297.3,53.93,0
2024-03-02 23:00:00,MCH1_005,1570.8,2.051,94.63,6.643,297.4,63.34,1
2024-03-03 00:00:00,MCH1_005,1451.7,2.713,73.94,5.353,309.0,55.84,0
2024-03-03 01:00:00,MCH1_005,1456.8,1.611,80.16,5.83,276.7,52.15,0
2024-03-03 02:00:00,MCH1_006,1439.2,3.061,77.37,5.903,335.7,55.85,0
2024-03-03 03:00:00,MCH1_006,1500.0,3.126,72.38,6.342,285.8,51.85,0
2024-03-03 04:00:00,MCH1_006,1525.3,1.864,79.6,6.365,293.2,58.54,0
2024-03-03 05:00:00,MCH1_006,1447.9,2.707,80.59,5.903,307.8,52.09,0
2024-03-03 06:00:00,MCH1_006,1488.6,3.177,74.29,6.134,314.6,62.71,0
2024-03-03 07:00:00,MCH1_006,1549.2,3.006,79.19,2.37,309.4,55.76,1
2024-03-03 08:00:00,MCH1_006,1576.7,2.707,82.35,6.236,299.1,58.85,0
2024-03-03 09:00:00,MCH1_006,1451.9,3.134,71.26,5.781,319.1,57.53,0
2024-03-03 10:00:00,MCH1_006,1477.9,2.928,77.29,5.628,274.3,47.05,0
2024-03-03 11:00:00,MCH1_006,1510.7,2.061,68.91,6.317,247.0,57.47,0
2024-03-03 12:00:00,MCH1_007,1610.9,2.819,75.97,5.952,271.9,49.25,0
2024-03-03 13:00:00,MCH1_007,1434.1,2.466,73.06,6.231,302.5,53.87,0
2024-03-03 14:00:00,MCH1_007,1520.2,2.497,85.35,6.437,303.8,60.84,0
2024-03-03 15:00:00,MCH1_007,1429.3,2.9,78.52,5.599,321.4,56.8,0
2024-03-03 16:00:00,MCH1_007,1488.6,3.444,74.0,6.288,301.5,63.53,0
2024-03-03 17:00:00,MCH1_007,1499.7,2.252,75.46,6.649,313.8,51.76,0
2024-03-03 18:00:00,MCH1_007,1562.6,2.128,70.69,5.732,277.3,58.17,0
2024-03-03 19:00:00,MCH1_007,1415.9,2.297,69.46,6.291,310.0,57.96,0
2024-03-03 20:00:00,MCH1_007,1545.6,2.756,81.51,5.945,276.9,48.63,0
2024-03-03 21:00:00,MCH1_007,1525.2,5.548,74.47,6.507,329.8,51.5,1
2024-03-03 22:00:00,MCH1_008,1509.7,2.669,68.89,5.954,284.0,58.39,0
2024-03-03 23:00:00,MCH1_008,1502.2,2.916,70.16,6.638,285.8,60.86,0
2024-03-04 00:00:00,MCH1_008,1600.7,3.003,85.45,5.728,277.6,48.98,0
2024-03-04 01:00:00,MCH1_008,1474.9,1.727,90.96,5.473,310.2,49.6,1
2024-03-04 02:00:00,MCH1_008,1471.1,2.106,69.48,6.179,259.1,48.67,0
2024-03-04 03:00:00,MCH1_008,1465.1,3.042,80.26,5.683,311.8,50.62,0
2024-03-04 04:00:00,MCH1_008,1512.1,2.75,78.19,5.4,313.7,54.77,0
2024-03-04 05:00:00,MCH1_008,1482.9,2.348,74.46,6.196,296.8,60.32,0
2024-03-04 06:00:00,MCH1_008,1630.3,1.759,75.25,5.091,294.5,52.61,0
2024-03-04 07:00:00,MCH1_008,910.9,2.382,85.38,5.417,265.3,52.78,1
2024-03-04 08:00:00,MCH1_009,1475.8,3.691,70.14,6.193,315.4,58.92,0
2024-03-04 09:00:00,MCH1_009,1522.1,2.377,79.47,5.7,309.3,56.41,0
2024-03-04 10:00:00,MCH1_009,1588.4,2.322,74.87,5.716,310.4,56.31,0
2024-03-04 11:00:00,MCH1_009,1493.2,1.756,81.82,6.274,304.4,54.12,0
2024-03-04 12:00:00,MCH1_009,1467.8,2.457,66.1,5.727,265.7,46.31,0
2024-03-04 13:00:00,MCH1_009,1413.2,1.976,75.61,6.259,277.4,56.07,0
2024-03-04 14:00:00,MCH1_009,1548.0,3.023,80.11,6.255,297.7,51.58,0
2024-03-04 15:00:00,MCH1_009,1439.8,1.994,82.41,6.147,278.6,50.38,0
2024-03-04 16:00:00,MCH1_009,1378.0,2.264,81.9,5.468,321.0,49.75,0
2024-03-04 17:00:00,MCH1_009,1448.9,2.139,74.01,6.27,341.5,52.54,0
2024-03-04 18:00:00,MCH1_010,1464.4,2.623,72.23,6.113,328.3,53.01,0
2024-03-04 19:00:00,MCH1_010,1571.7,3.245,117.69,5.326,275.5,50.48,1
2024-03-04 20:00:00,MCH1_010,1567.3,1.942,82.98,6.256,298.7,59.36,0
2024-03-04 21:00:00,MCH1_010,1411.3,3.156,74.07,6.641,280.2,62.8,0
2024-03-04 22:00:00,MCH1_010,1472.9,2.367,76.9,6.539,326.1,52.78,0
2024-03-04 23:00:00,MCH1_010,1579.4,2.6,75.7,5.835,287.6,44.41,0
2024-03-05 00:00:00,MCH1_010,1466.0,2.0,72.85,6.203,313.7,60.17,0
2024-03-05 01:00:00,MCH1_010,1026.5,1.458,73.29,6.243,295.0,43.2,1
2024-03-05 02:00:00,MCH1_010,1441.8,2.402,75.38,5.886,299.1,56.08,0
2024-03-05 03:00:00,MCH1_010,1581.4,2.675,76.88,5.64,270.0,60.39,0
2024-03-05 04:00:00,MCH1_011,1552.5,2.774,72.66,5.378,332.7,56.04,0
2024-03-05 05:00:00,MCH1_011,1555.0,2.876,67.69,6.477,322.2,48.22,0
2024-03-05 06:00:00,MCH1_011,1482.2,3.025,85.69,6.619,282.7,52.76,0
2024-03-05 07:00:00,MCH1_011,1466.4,2.724,73.33,6.609,280.4,54.8,0
2024-03-05 08:00:00,MCH1_011,1580.9,2.245,73.79,5.572,296.0,54.47,0
2024-03-05 09:00:00,MCH1_011,1476.2,2.535,73.96,6.207,294.3,53.48,0
2024-03-05 10:00:00,MCH1_011,1562.7,2.261,79.39,6.204,312.8,49.82,0
2024-03-05 11:00:00,MCH1_011,1554.4,2.711,68.01,6.346,302.8,53.82,0
2024-03-05 12:00:00,MCH1_011,1527.3,2.214,76.63,6.497,276.5,55.42,0
2024-03-05 13:00:00,MCH1_011,1444.3,2.638,67.28,5.778,295.2,43.79,0
2024-03-05 14:00:00,MCH1_012,1505.8,2.559,72.48,5.975,313.1,64.55,0
2024-03-05 15:00:00,MCH1_012,930.6,2.521,72.29,5.966,314.6,51.3,1
2024-03-05 16:00:00,MCH1_012,1469.0,3.586,72.3,5.564,285.5,51.81,0
2024-03-05 17:00:00,MCH1_012,1466.5,2.451,69.03,5.584,284.9,54.54,0
2024-03-05 18:00:00,MCH1_012,1571.6,2.147,76.62,1.769,262.8,53.57,1
2024-03-05 19:00:00,MCH1_012,1344.5,2.792,82.77,6.022,302.8,57.11,0
2024-03-05 20:00:00,MCH1_012,1452.5,15.57,81.5,6.232,313.7,51.92,1
2024-03-05 21:00:00,MCH1_012,1543.3,1.591,71.32,5.827,285.6,51.42,0
2024-03-05 22:00:00,MCH1_012,1489.2,2.331,79.66,6.53,297.1,58.84,0
2024-03-05 23:00:00,MCH1_012,1427.3,2.056,70.85,6.602,286.5,52.79,0
2024-03-06 00:00:00,MCH1_013,1472.3,2.006,79.3,6.609,308.7,54.85,0
2024-03-06 01:00:00,MCH1_013,1552.0,3.376,70.27,6.762,322.7,56.93,0
2024-03-06 02:00:00,MCH1_013,1472.6,3.021,79.75,6.345,285.8,58.44,0
2024-03-06 03:00:00,MCH1_013,1439.1,2.415,82.14,5.485,346.4,51.66,0
2024-03-06 04:00:00,MCH1_013,1534.3,1.958,66.2,6.044,289.9,49.13,0
2024-03-06 05:00:00,MCH1_013,1547.1,2.576,67.72,6.126,298.1,51.56,0
2024-03-06 06:00:00,MCH1_013,1545.6,6.157,78.58,6.599,321.6,55.36,1
2024-03-06 07:00:00,MCH1_013,1594.3,1.91,74.19,5.999,295.8,62.14,0
2024-03-06 08:00:00,MCH1_013,1578.0,2.479,74.74,6.136,295.5,54.46,0
2024-03-06 09:00:00,MCH1_013,1457.1,2.156,78.84,6.591,284.9,49.98,0
2024-03-06 10:00:00,MCH1_014,1440.0,1.985,74.14,5.76,304.9,53.33,0
2024-03-06 11:00:00,MCH1_014,1426.2,2.774,71.12,6.727,293.3,64.64,0
2024-03-06 12:00:00,MCH1_014,1462.9,3.148,83.63,5.496,328.5,67.8,0
2024-03-06 13:00:00,MCH1_014,1573.6,2.566,68.58,6.298,312.1,56.23,0
2024-03-06 14:00:00,MCH1_014,1496.8,2.806,81.58,6.151,292.3,50.25,0
2024-03-06 15:00:00,MCH1_014,1540.2,2.344,72.68,5.926,262.8,57.0,0
2024-03-06 16:00:00,MCH1_014,1595.1,22.254,75.87,6.155,288.4,61.4,1
2024-03-06 17:00:00,MCH1_014,1509.8,2.974,82.0,6.314,300.8,64.53,0
2024-03-06 18:00:00,MCH1_014,1530.4,3.283,76.11,6.098,296.6,51.99,0
2024-03-06 19:00:00,MCH1_014,1504.9,2.819,77.32,5.833,291.4,62.43,0
2024-03-06 20:00:00,MCH1_015,1459.2,2.28,71.57,1.734,274.3,48.08,1
2024-03-06 21:00:00,MCH1_015,1355.3,1.833,68.41,6.233,293.2,51.24,0
2024-03-06 22:00:00,MCH1_015,1421.9,2.237,74.29,6.477,303.4,58.4,0
2024-03-06 23:00:00,MCH1_015,1429.8,2.425,69.46,6.07,288.6,60.77,0
2024-03-07 00:00:00,MCH1_015,1489.7,2.711,68.2,6.667,312.3,59.77,0
2024-03-07 01:00:00,MCH1_015,1518.1,2.934,78.28,6.429,300.3,49.62,0
2024-03-07 02:00:00,MCH1_015,1472.3,1.739,71.32,6.049,295.5,48.32,0
2024-03-07 03:00:00,MCH1_015,1611.4,2.787,76.15,6.93,308.6,53.94,0
2024-03-07 04:00:00,MCH1_015,1440.7,2.186,76.55,6.207,291.6,61.4,0
2024-03-07 05:00:00,MCH1_015,1561.8,2.306,79.72,6.454,301.6,53.39,0
2024-03-07 06:00:00,MCH1_016,1529.0,2.858,70.59,6.27,292.7,52.19,0
2024-03-07 07:00:00,MCH1_016,1291.4,3.405,67.6,6.249,314.4,60.25,1
2024-03-07 08:00:00,MCH1_016,1425.1,2.639,71.51,5.162,281.5,46.78,0
2024-03-07 09:00:00,MCH1_016,1521.6,2.649,75.22,5.787,306.2,44.43,0
2024-03-07 10:00:00,MCH1_016,1455.5,2.728,80.21,6.202,298.4,48.37,0
2024-03-07 11:00:00,MCH1_016,1505.4,2.023,70.02,6.629,274.4,49.66,0
2024-03-07 12:00:00,MCH1_016,1520.9,2.746,76.29,6.415,284.4,61.16,0
2024-03-07 13:00:00,MCH1_016,1429.7,3.106,87.31,6.219,289.5,56.41,0
2024-03-07 14:00:00,MCH1_016,1479.7,2.545,108.22,5.83,323.4,48.14,1
2024-03-07 15:00:00,MCH1_016,1423.9,2.467,82.26,6.042,289.9,50.41,0
2024-03-07 16:00:00,MCH1_017,1498.8,2.252,78.84,5.181,265.1,54.89,0
2024-03-07 17:00:00,MCH1_017,1524.0,2.457,92.72,6.379,302.4,44.91,1
2024-03-07 18:00:00,MCH1_017,1529.6,3.366,74.23,5.564,315.5,56.22,0
2024-03-07 19:00:00,MCH1_017,1429.6,3.277,73.52,5.719,291.2,58.57,0
2024-03-07 20:00:00,MCH1_017,1520.3,2.923,91.17,6.039,282.3,49.92,1
2024-03-07 21:00:00,MCH1_017,1528.0,3.052,76.96,6.159,257.8,55.43,0
2024-03-07 22:00:00,MCH1_017,1417.0,1.747,114.32,5.471,311.1,49.14,1
2024-03-07 23:00:00,MCH1_017,1582.9,3.593,68.3,5.37,258.7,64.47,0
2024-03-08 00:00:00,MCH1_017,1499.8,1.976,87.13,6.137,298.7,62.27,0
2024-03-08 01:00:00,MCH1_017,1477.3,2.601,76.39,6.29,292.1,60.67,0
2024-03-08 02:00:00,MCH1_018,1514.7,2.039,66.67,6.115,269.4,58.2,0
2024-03-08 03:00:00,MCH1_018,1467.7,1.9,81.35,2.486,297.1,60.06,1
2024-03-08 04:00:00,MCH1_018,1491.4,3.05,76.78,5.45,311.7,57.05,0
2024-03-08 05:00:00,MCH1_018,1438.3,1.98,70.7,5.718,276.4,58.21,0
2024-03-08 06:00:00,MCH1_018,1457.1,2.338,71.06,6.674,322.7,63.0,0
2024-03-08 07:00:00,MCH1_018,1523.9,2.936,68.97,6.337,292.7,54.12,0
2024-03-08 08:00:00,MCH1_018,1572.0,2.914,70.82,5.937,300.1,49.52,0
2024-03-08 09:00:00,MCH1_018,1439.8,2.144,70.24,5.836,303.1,46.69,0
2024-03-08 10:00:00,MCH1_018,1548.4,2.469,70.26,5.909,309.7,54.19,0
2024-03-08 11:00:00,MCH1_018,1531.7,2.765,80.64,5.488,355.3,53.64,0
2024-03-08 12:00:00,MCH1_019,1521.6,3.552,73.45,6.675,279.8,49.61,0
2024-03-08 13:00:00,MCH1_019,1461.3,2.054,71.5,5.942,272.3,59.77,0
2024-03-08 14:00:00,MCH1_019,1556.1,3.348,74.67,6.019,316.3,47.56,0
2024-03-08 15:00:00,MCH1_019,1553.7,2.882,70.47,6.205,301.8,56.13,0
2024-03-08 16:00:00,MCH1_019,1479.5,2.496,70.37,5.824,327.2,55.98,0
2024-03-08 17:00:00,MCH1_019,1450.6,1.372,81.71,6.077,304.9,50.19,0
2024-03-08 18:00:00,MCH1_019,1547.3,2.213,74.38,5.708,268.9,56.37,0
2024-03-08 19:00:00,MCH1_019,1511.5,2.55,70.1,5.792,291.2,50.05,0
2024-03-08 20:00:00,MCH1_019,1430.5,2.672,78.16,5.28,330.4,47.12,0
2024-03-08 21:00:00,MCH1_019,1575.2,2.853,72.88,5.628,277.6,54.3,0
2024-03-08 22:00:00,MCH1_020,1600.0,2.227,67.29,5.852,252.9,45.63,0
2024-03-08 23:00:00,MCH1_020,1508.2,2.345,78.55,5.305,299.1,53.59,0
2024-03-09 00:00:00,MCH1_020,1463.0,2.109,75.54,5.818,319.3,48.1,0
2024-03-09 01:00:00,MCH1_020,1491.6,2.03,73.47,5.816,301.0,60.73,0
2024-03-09 02:00:00,MCH1_020,1480.8,1.981,72.88,5.354,300.8,50.43,0
2024-03-09 03:00:00,MCH1_020,1463.2,2.618,119.09,6.107,315.5,59.68,1
2024-03-09 04:00:00,MCH1_020,1490.4,2.083,73.62,5.494,289.3,62.44,0
2024-03-09 05:00:00,MCH1_020,1508.9,2.253,67.27,5.505,299.3,58.59,0
2024-03-09 06:00:00,MCH1_020,1504.6,2.563,71.08,6.359,316.5,50.61,0
2024-03-09 07:00:00,MCH1_020,1570.8,2.376,69.97,5.754,280.7,54.29,0
