timestamp,server_id,cpu_pct,memory_pct,disk_io_mbps,network_latency_ms,error_rate_pct,requests_per_sec,anomaly
2024-02-03 06:00:00,SRV1_007,36.09,62.31,130.7,45.02,0.013,445.3,0
2024-02-03 07:00:00,SRV1_007,34.35,65.34,82.9,51.42,0.074,461.1,0
2024-02-03 08:00:00,SRV1_008,42.98,55.88,113.28,12.22,1.018,489.3,0
2024-02-03 09:00:00,SRV1_008,48.31,57.8,87.58,37.27,0.617,494.0,0
2024-02-03 10:00:00,SRV1_008,43.74,62.43,100.74,46.56,0.147,514.0,0
2024-02-03 11:00:00,SRV1_008,22.64,69.69,124.93,28.69,1.162,529.9,0
2024-02-03 12:00:00,SRV1_008,41.72,58.89,108.0,35.82,1.366,558.3,0
2024-02-03 13:00:00,SRV1_008,44.05,63.23,80.97,34.45,0.472,531.5,0
2024-02-03 14:00:00,SRV1_008,49.84,60.35,132.21,44.53,0.69,553.1,0
2024-02-03 15:00:00,SRV1_008,41.49,51.22,132.15,19.84,0.431,521.0,0
2024-02-03 16:00:00,SRV1_009,51.63,67.72,154.28,34.45,0.524,564.4,0
2024-02-03 17:00:00,SRV1_009,44.1,52.68,98.97,24.53,0.636,524.2,0
2024-02-03 18:00:00,SRV1_009,44.6,46.64,100.86,33.41,0.406,434.6,0
2024-02-03 19:00:00,SRV1_009,67.83,61.36,91.41,778.09,0.942,478.4,1
2024-02-03 20:00:00,SRV1_009,24.66,67.44,131.37,29.39,0.485,527.1,0
2024-02-03 21:00:00,SRV1_009,47.41,46.84,117.38,24.39,0.592,551.2,0
2024-02-03 22:00:00,SRV1_009,30.72,56.48,121.52,33.92,0.615,516.2,0
2024-02-03 23:00:00,SRV1_009,43.64,65.13,128.69,35.52,0.906,466.9,0
2024-02-04 00:00:00,SRV1_010,34.85,50.42,148.73,45.79,0.8,563.9,0
2024-02-04 01:00:00,SRV1_010,65.83,56.51,114.88,29.24,0.189,529.0,0
2024-02-04 02:00:00,SRV1_010,43.26,68.33,148.16,27.18,0.421,531.9,0
2024-02-04 03:00:00,SRV1_010,38.34,64.83,166.4,42.36,0.47,564.4,0
2024-02-04 04:00:00,SRV1_010,40.18,56.8,108.87,35.22,0.525,458.2,0
2024-02-04 05:00:00,SRV1_010,43.99,56.35,143.35,39.61,0.499,565.2,0
2024-02-04 06:00:00,SRV1_010,30.22,45.65,111.95,29.59,0.299,376.3,0
2024-02-04 07:00:00,SRV1_010,55.8,56.57,84.51,41.03,0.602,231.8,1
2024-02-04 08:00:00,SRV1_011,32.14,61.16,137.31,32.01,0.374,444.8,0
2024-02-04 09:00:00,SRV1_011,55.42,65.34,127.95,34.2,0.005,525.7,0
2024-02-04 10:00:00,SRV1_011,54.55,61.93,131.18,46.51,0.837,448.7,0
2024-02-04 11:00:00,SRV1_011,34.05,50.34,128.35,39.04,0.424,421.0,0
2024-02-04 12:00:00,SRV1_011,91.71,58.27,82.94,31.79,0.443,562.2,1
2024-02-04 13:00:00,SRV1_011,43.15,51.98,126.95,46.32,0.204,479.4,0
2024-02-04 14:00:00,SRV1_011,44.59,54.18,149.33,40.71,0.441,500.8,0
2024-02-04 15:00:00,SRV1_011,45.66,71.56,148.19,36.02,0.959,437.3,0
2024-02-04 16:00:00,SRV1_012,46.86,57.5,124.05,31.41,0.157,453.4,0
2024-02-04 17:00:00,SRV1_012,35.08,72.98,118.46,26.91,0.83,562.7,0
2024-02-04 18:00:00,SRV1_012,51.76,58.78,131.84,36.4,0.721,518.6,0
2024-02-04 19:00:00,SRV1_012,40.89,63.5,121.05,45.56,0.855,578.9,0
2024-02-04 20:00:00,SRV1_012,56.27,73.77,122.11,35.47,0.92,457.9,0
2024-02-04 21:00:00,SRV1_012,38.84,46.7,109.7,35.63,0.648,537.3,0
2024-02-04 22:00:00,SRV1_012,52.0,70.92,93.85,27.77,0.402,483.3,0
2024-02-04 23:00:00,SRV1_012,33.85,64.99,140.97,56.95,0.912,487.9,0
2024-02-05 00:00:00,SRV1_013,33.84,59.58,110.43,31.1,0.639,509.6,0
2024-02-05 01:00:00,SRV1_013,54.96,55.05,144.31,50.27,0.769,519.0,0
2024-02-05 02:00:00,SRV1_013,29.4,48.74,111.01,36.09,0.852,161.6,1
2024-02-05 03:00:00,SRV1_013,57.64,52.17,105.16,31.09,0.643,585.6,0
2024-02-05 04:00:00,SRV1_013,42.91,63.23,116.89,18.89,0.35,529.9,0
2024-02-05 05:00:00,SRV1_013,49.32,57.16,139.81,31.14,0.377,521.1,0
2024-02-05 06:00:00,SRV1_013,51.64,59.18,141.41,43.8,0.651,511.9,0
2024-02-05 07:00:00,SRV1_013,49.36,66.46,140.57,27.88,0.605,417.1,0
2024-02-05 08:00:00,SRV1_014,64.31,57.07,153.76,43.16,0.487,513.4,0
2024-02-05 09:00:00,SRV1_014,42.05,72.73,118.69,29.0,0.316,569.8,0
2024-02-05 10:00:00,SRV1_014,52.74,68.41,175.98,35.71,0.828,189.4,1
2024-02-05 11:00:00,SRV1_014,50.66,48.5,139.09,40.4,0.935,550.0,0
2024-02-05 12:00:00,SRV1_014,46.88,67.39,125.09,64.56,0.944,508.9,0
2024-02-05 13:00:00,SRV1_014,33.04,55.47,142.08,33.68,0.801,571.5,0
2024-02-05 14:00:00,SRV1_014,34.09,51.07,148.1,35.1,0.155,560.8,0
2024-02-05 15:00:00,SRV1_014,45.28,47.62,100.1,28.2,0.621,587.9,0
2024-02-05 16:00:00,SRV1_015,55.95,56.03,136.07,87.01,0.779,518.8,1
2024-02-05 17:00:00,SRV1_015,41.53,58.92,116.58,29.76,0.72,494.8,0
2024-02-05 18:00:00,SRV1_015,57.22,56.07,133.27,33.6,0.493,457.1,0
2024-02-05 19:00:00,SRV1_015,41.58,54.16,136.97,37.85,0.134,506.3,0
2024-02-05 20:00:00,SRV1_015,39.63,51.11,112.69,45.75,0.723,362.4,0
2024-02-05 21:00:00,SRV1_015,64.33,66.76,112.11,35.86,0.698,470.4,0
2024-02-05 22:00:00,SRV1_015,42.49,72.2,79.22,35.38,0.082,489.1,0
2024-02-05 23:00:00,SRV1_015,39.86,58.9,107.63,42.12,0.347,460.7,0
2024-02-06 00:00:00,SRV1_016,47.69,79.3,107.34,28.5,0.262,572.2,0
2024-02-06 01:00:00,SRV1_016,38.71,45.48,103.97,37.3,0.858,578.1,0
2024-02-06 02:00:00,SRV1_016,18.56,62.1,120.77,32.53,0.3,552.8,0
2024-02-06 03:00:00,SRV1_016,43.05,53.63,157.7,32.44,0.344,416.8,0
2024-02-06 04:00:00,SRV1_016,53.44,61.78,130.88,789.01,0.654,570.7,1
2024-02-06 05:00:00,SRV1_016,51.53,66.99,144.41,33.48,0.549,509.3,0
2024-02-06 06:00:00,SRV1_016,66.71,54.09,149.5,52.61,0.158,479.6,0
2024-02-06 07:00:00,SRV1_016,65.99,47.14,121.67,9.39,0.232,406.8,0
2024-02-06 08:00:00,SRV1_017,42.42,94.01,114.33,35.3,0.435,473.1,1
2024-02-06 09:00:00,SRV1_017,47.81,61.48,103.3,26.79,0.622,234.9,1
2024-02-06 10:00:00,SRV1_017,33.88,41.96,139.8,33.79,0.093,504.9,0
2024-02-06 11:00:00,SRV1_017,39.97,53.02,115.52,26.74,0.465,506.2,0
2024-02-06 12:00:00,SRV1_017,32.91,63.44,128.95,51.35,0.483,437.9,0
2024-02-06 13:00:00,SRV1_017,42.06,43.08,117.23,26.8,0.707,430.4,0
2024-02-06 14:00:00,SRV1_017,57.17,59.29,96.21,507.26,0.255,468.6,1
2024-02-06 15:00:00,SRV1_017,30.22,55.67,120.36,113.38,0.615,554.1,1
2024-02-06 16:00:00,SRV1_018,40.75,69.66,115.46,35.42,0.734,500.7,0
2024-02-06 17:00:00,SRV1_018,30.65,62.0,136.23,29.81,0.043,504.7,0
2024-02-06 18:00:00,SRV1_018,39.53,85.36,150.22,40.39,0.162,462.2,0
2024-02-06 19:00:00,SRV1_018,29.78,61.85,137.52,41.55,0.016,447.2,0
2024-02-06 20:00:00,SRV1_018,36.3,74.87,127.87,38.59,0.456,561.9,0
2024-02-06 21:00:00,SRV1_018,41.96,69.52,142.12,31.26,0.52,462.0,0
2024-02-06 22:00:00,SRV1_018,25.47,55.6,134.11,24.23,0.356,586.6,0
2024-02-06 23:00:00,SRV1_018,28.69,52.82,144.09,35.78,0.259,549.5,0
2024-02-07 00:00:00,SRV1_019,49.64,62.78,122.33,40.08,0.83,450.1,0
2024-02-07 01:00:00,SRV1_019,32.6,57.97,120.39,31.07,0.384,505.9,0
2024-02-07 02:00:00,SRV1_019,36.43,60.89,96.05,46.21,0.811,448.3,0
2024-02-07 03:00:00,SRV1_019,44.4,58.13,125.6,29.79,0.603,474.0,0
2024-02-07 04:00:00,SRV1_019,72.33,62.36,107.28,21.95,0.957,548.6,1
2024-02-07 05:00:00,SRV1_019,96.61,50.95,77.08,38.38,0.745,513.7,1
2024-02-07 06:00:00,SRV1_019,50.94,57.39,130.4,32.02,0.422,521.0,0
2024-02-07 07:00:00,SRV1_019,53.77,57.66,132.56,42.98,0.47,455.8,0
2024-02-07 08:00:00,SRV1_020,43.52,59.37,122.69,40.11,0.372,626.6,0
2024-02-07 09:00:00,SRV1_020,50.65,63.23,88.64,34.67,0.233,559.6,0
2024-02-07 10:00:00,SRV1_020,48.94,66.79,109.9,38.81,0.521,529.1,0
2024-02-07 11:00:00,SRV1_020,49.16,62.76,122.41,22.54,0.419,493.9,0
2024-02-07 12:00:00,SRV1_020,42.16,70.59,99.23,55.23,0.142,526.3,0
2024-02-07 13:00:00,SRV1_020,46.43,62.82,132.31,27.36,0.419,466.0,0
2024-02-07 14:00:00,SRV1_020,53.48,65.27,115.42,32.17,0.688,547.6,0
2024-02-07 15:00:00,SRV1_020,69.62,50.01,169.95,43.6,0.287,568.5,0
2024-02-07 16:00:00,SRV1_021,53.45,49.06,114.36,47.45,0.291,476.4,0
2024-02-07 17:00:00,SRV1_021,35.79,65.33,103.77,30.08,0.259,504.7,0
2024-02-07 18:00:00,SRV1_021,44.95,69.38,112.56,31.89,0.58,511.6,0
2024-02-07 19:00:00,SRV1_021,54.67,58.63,115.05,30.84,0.403,481.3,0
2024-02-07 20:00:00,SRV1_021,46.95,45.89,128.76,46.25,0.267,502.9,0
2024-02-07 21:00:00,SRV1_021,21.36,54.3,140.8,36.67,0.754,469.9,0
2024-02-07 22:00:00,SRV1_021,42.5,60.52,82.8,29.47,0.346,588.7,0
2024-02-07 23:00:00,SRV1_021,42.53,50.96,143.18,42.61,0.256,422.9,0
2024-02-08 00:00:00,SRV1_022,52.25,52.46,101.87,40.9,0.909,484.9,0
2024-02-08 01:00:00,SRV1_022,43.98,61.73,156.57,490.29,0.213,580.3,1
2024-02-08 02:00:00,SRV1_022,17.06,70.84,114.2,36.43,0.508,543.8,0
2024-02-08 03:00:00,SRV1_022,37.34,45.08,129.18,38.22,0.42,496.0,0
2024-02-08 04:00:00,SRV1_022,34.59,59.23,142.34,36.15,0.759,507.3,0
2024-02-08 05:00:00,SRV1_022,54.46,65.34,115.07,29.94,0.048,502.3,0
2024-02-08 06:00:00,SRV1_022,36.91,80.11,128.48,45.85,0.617,496.2,0
2024-02-08 07:00:00,SRV1_022,44.2,66.69,87.65,28.56,0.035,393.5,0
2024-02-08 08:00:00,SRV1_023,38.3,56.51,97.5,31.01,0.251,524.5,0
2024-02-08 09:00:00,SRV1_023,36.56,59.8,111.03,29.06,0.304,523.4,0
2024-02-08 10:00:00,SRV1_023,25.29,55.14,103.26,28.06,0.637,565.0,0
2024-02-08 11:00:00,SRV1_023,52.31,57.6,96.44,23.91,0.893,395.6,0
2024-02-08 12:00:00,SRV1_023,51.22,61.97,105.58,36.39,0.489,397.8,0
2024-02-08 13:00:00,SRV1_023,59.05,46.45,94.22,23.46,0.474,549.1,0
2024-02-08 14:00:00,SRV1_023,45.64,65.88,122.79,36.53,0.575,450.5,0
2024-02-08 15:00:00,SRV1_023,25.83,68.18,124.74,41.1,1.021,519.3,0
2024-02-08 16:00:00,SRV1_024,43.19,58.15,113.99,21.24,1.101,543.5,0
2024-02-08 17:00:00,SRV1_024,67.95,67.75,143.79,27.79,0.727,460.3,0
2024-02-08 18:00:00,SRV1_024,46.14,70.37,109.86,34.99,0.297,432.1,0
2024-02-08 19:00:00,SRV1_024,40.65,60.08,92.11,26.91,0.28,604.5,0
2024-02-08 20:00:00,SRV1_024,44.11,41.28,121.9,38.73,0.554,546.9,0
2024-02-08 21:00:00,SRV1_024,56.59,63.4,116.95,31.28,0.173,480.7,0
2024-02-08 22:00:00,SRV1_024,46.2,55.63,101.08,36.19,0.346,216.2,1
2024-02-08 23:00:00,SRV1_024,59.27,55.55,123.57,29.25,0.256,483.2,0
2024-02-09 00:00:00,SRV1_025,46.95,56.23,146.48,23.28,0.003,584.9,0
2024-02-09 01:00:00,SRV1_025,44.85,63.48,126.46,29.74,0.655,622.2,0
2024-02-09 02:00:00,SRV1_025,57.4,50.62,115.63,36.17,0.873,416.9,0
2024-02-09 03:00:00,SRV1_025,28.62,67.98,111.67,18.97,0.739,398.8,0
2024-02-09 04:00:00,SRV1_025,36.89,68.71,132.7,22.94,0.432,504.1,0
2024-02-09 05:00:00,SRV1_025,32.9,49.67,133.28,41.11,0.32,462.4,0
2024-02-09 06:00:00,SRV1_025,18.7,57.83,136.47,23.13,0.761,425.1,0
2024-02-09 07:00:00,SRV1_025,28.85,61.77,117.95,47.17,0.749,404.7,0
