timestamp,server_id,cpu_pct,memory_pct,disk_io_mbps,network_latency_ms,error_rate_pct,requests_per_sec,anomaly
2024-02-02 09:00:00,SRV2_005,96.98,69.19,112.65,27.54,0.45,529.3,1
2024-02-02 10:00:00,SRV2_005,42.85,55.13,142.59,36.54,0.637,535.3,0
2024-02-02 11:00:00,SRV2_005,40.88,59.19,121.4,30.5,0.368,514.1,0
2024-02-02 12:00:00,SRV2_005,34.15,63.11,141.69,36.08,0.512,550.1,0
2024-02-02 13:00:00,SRV2_005,42.66,63.22,132.24,28.04,0.197,535.5,0
2024-02-02 14:00:00,SRV2_005,47.75,59.99,100.61,40.66,0.389,361.4,0
2024-02-02 15:00:00,SRV2_005,45.4,62.81,146.03,36.25,0.276,484.4,0
2024-02-02 16:00:00,SRV2_006,55.36,67.49,106.76,28.07,0.336,513.9,0
2024-02-02 17:00:00,SRV2_006,33.98,63.61,94.1,28.64,1.018,444.5,0
2024-02-02 18:00:00,SRV2_006,56.9,51.41,103.96,40.28,0.907,468.5,0
2024-02-02 19:00:00,SRV2_006,50.85,59.14,128.14,46.82,0.795,535.5,0
2024-02-02 20:00:00,SRV2_006,27.26,60.7,141.86,31.73,0.537,576.2,0
2024-02-02 21:00:00,SRV2_006,43.98,72.0,138.05,49.11,0.044,497.6,0
2024-02-02 22:00:00,SRV2_006,46.88,70.17,56.6,37.18,0.612,399.7,0
2024-02-02 23:00:00,SRV2_006,60.58,50.49,139.1,27.23,0.577,511.7,0
2024-02-03 00:00:00,SRV2_007,61.33,56.88,154.45,32.79,0.042,424.6,0
2024-02-03 01:00:00,SRV2_007,38.96,59.78,130.0,38.66,0.187,574.0,0
2024-02-03 02:00:00,SRV2_007,24.78,60.16,130.76,41.27,0.565,472.1,0
2024-02-03 03:00:00,SRV2_007,45.14,59.09,131.51,27.19,0.458,535.8,0
2024-02-03 04:00:00,SRV2_007,32.87,65.74,120.96,48.38,0.019,480.4,0
2024-02-03 05:00:00,SRV2_007,63.6,51.58,143.0,32.13,0.203,368.9,0
2024-02-03 06:00:00,SRV2_007,42.56,50.54,136.47,38.08,0.079,559.8,0
2024-02-03 07:00:00,SRV2_007,67.01,64.18,135.24,43.5,1.331,476.6,0
2024-02-03 08:00:00,SRV2_008,55.27,58.57,143.41,26.83,0.836,431.5,0
2024-02-03 09:00:00,SRV2_008,54.99,44.8,111.33,32.12,0.145,548.9,0
2024-02-03 10:00:00,SRV2_008,37.04,54.16,99.4,47.08,0.192,416.6,0
2024-02-03 11:00:00,SRV2_008,35.33,58.15,112.0,18.84,0.129,490.4,0
2024-02-03 12:00:00,SRV2_008,41.52,66.75,117.13,33.69,0.789,452.5,0
2024-02-03 13:00:00,SRV2_008,41.51,67.91,87.56,34.57,0.627,461.0,0
2024-02-03 14:00:00,SRV2_008,45.98,40.96,95.27,38.3,0.773,501.8,0
2024-02-03 15:00:00,SRV2_008,31.2,53.79,147.35,30.47,0.623,463.7,0
2024-02-03 16:00:00,SRV2_009,50.19,50.43,132.42,41.0,0.489,471.8,0
2024-02-03 17:00:00,SRV2_009,46.96,51.34,132.75,41.71,0.388,513.9,0
2024-02-03 18:00:00,SRV2_009,45.88,63.15,110.99,27.72,0.014,462.3,0
2024-02-03 19:00:00,SRV2_009,22.99,39.65,101.83,16.97,0.464,438.1,0
2024-02-03 20:00:00,SRV2_009,81.44,60.85,143.52,33.08,0.046,483.2,1
2024-02-03 21:00:00,SRV2_009,28.22,91.06,103.54,30.11,0.783,553.8,1
2024-02-03 22:00:00,SRV2_009,41.72,67.29,118.7,36.83,0.827,582.1,0
2024-02-03 23:00:00,SRV2_009,42.23,66.14,133.39,102.92,0.878,501.0,1
2024-02-04 00:00:00,SRV2_010,25.33,53.1,124.44,26.09,0.423,419.6,0
2024-02-04 01:00:00,SRV2_010,34.39,62.13,81.91,40.05,0.255,595.8,0
2024-02-04 02:00:00,SRV2_010,46.08,67.98,71.29,29.87,0.877,437.6,0
2024-02-04 03:00:00,SRV2_010,41.54,49.95,128.97,22.98,0.357,488.5,0
2024-02-04 04:00:00,SRV2_010,35.37,52.88,144.57,38.39,0.627,563.3,0
2024-02-04 05:00:00,SRV2_010,50.8,58.03,154.91,36.67,0.514,593.8,0
2024-02-04 06:00:00,SRV2_010,49.78,49.76,115.05,36.4,0.542,490.1,0
2024-02-04 07:00:00,SRV2_010,50.56,54.6,119.56,38.94,0.648,521.3,0
2024-02-04 08:00:00,SRV2_011,91.28,63.66,109.83,37.68,0.3,464.9,1
2024-02-04 09:00:00,SRV2_011,49.51,62.58,132.09,31.15,1.1,453.8,0
2024-02-04 10:00:00,SRV2_011,38.98,56.64,96.34,34.49,0.726,485.1,0
2024-02-04 11:00:00,SRV2_011,47.22,60.77,90.42,21.82,0.879,508.9,0
2024-02-04 12:00:00,SRV2_011,46.18,48.42,138.26,42.36,0.047,538.7,0
2024-02-04 13:00:00,SRV2_011,52.8,67.78,127.38,118.44,1.232,455.1,1
2024-02-04 14:00:00,SRV2_011,34.44,51.99,123.5,37.45,0.711,477.4,0
2024-02-04 15:00:00,SRV2_011,64.22,59.93,128.89,49.92,0.465,534.9,0
2024-02-04 16:00:00,SRV2_012,58.09,66.62,135.57,23.75,1.116,499.1,0
2024-02-04 17:00:00,SRV2_012,51.67,44.28,146.75,31.18,0.967,488.0,0
2024-02-04 18:00:00,SRV2_012,42.01,64.95,137.26,33.18,0.638,483.5,0
2024-02-04 19:00:00,SRV2_012,46.39,60.03,131.78,44.04,0.385,434.4,0
2024-02-04 20:00:00,SRV2_012,55.37,51.88,78.99,30.94,0.631,440.4,0
2024-02-04 21:00:00,SRV2_012,35.33,67.6,91.04,44.99,0.826,340.6,0
2024-02-04 22:00:00,SRV2_012,45.48,61.03,118.55,21.53,0.301,414.5,0
2024-02-04 23:00:00,SRV2_012,32.16,49.7,130.09,57.03,0.58,496.6,0
2024-02-05 00:00:00,SRV2_013,44.06,59.41,148.39,33.87,0.685,531.0,0
2024-02-05 01:00:00,SRV2_013,50.67,72.3,107.23,25.4,0.68,571.3,0
2024-02-05 02:00:00,SRV2_013,62.98,53.62,143.7,640.34,0.411,615.0,1
2024-02-05 03:00:00,SRV2_013,45.46,59.66,93.17,40.29,0.154,404.8,0
2024-02-05 04:00:00,SRV2_013,40.75,62.25,96.76,101.3,0.411,498.1,1
2024-02-05 05:00:00,SRV2_013,40.97,67.3,99.1,49.2,0.824,329.2,0
2024-02-05 06:00:00,SRV2_013,66.53,55.32,125.86,41.75,26.545,532.3,1
2024-02-05 07:00:00,SRV2_013,33.27,53.84,112.33,40.24,0.672,527.8,0
2024-02-05 08:00:00,SRV2_014,36.09,72.31,152.43,30.2,0.127,430.4,0
2024-02-05 09:00:00,SRV2_014,48.04,61.45,136.96,36.44,0.563,482.0,0
2024-02-05 10:00:00,SRV2_014,37.09,62.42,114.82,32.9,0.331,431.0,0
2024-02-05 11:00:00,SRV2_014,58.76,67.57,122.87,45.76,0.476,492.6,0
2024-02-05 12:00:00,SRV2_014,55.13,52.39,94.85,50.93,0.568,435.4,0
2024-02-05 13:00:00,SRV2_014,55.74,66.47,152.17,40.81,0.636,573.4,0
2024-02-05 14:00:00,SRV2_014,30.88,66.12,105.97,37.04,0.531,479.7,0
2024-02-05 15:00:00,SRV2_014,61.22,56.65,104.39,50.43,0.527,466.5,0
2024-02-05 16:00:00,SRV2_015,44.13,60.75,94.21,28.77,0.834,525.2,0
2024-02-05 17:00:00,SRV2_015,39.18,62.48,133.42,51.65,0.56,446.5,0
2024-02-05 18:00:00,SRV2_015,58.45,58.77,107.17,44.18,0.904,480.9,0
2024-02-05 19:00:00,SRV2_015,28.08,64.0,133.59,36.48,0.713,501.0,0
2024-02-05 20:00:00,SRV2_015,46.12,73.0,137.16,32.89,0.487,459.4,0
2024-02-05 21:00:00,SRV2_015,42.45,62.38,129.72,35.74,0.45,538.2,0
2024-02-05 22:00:00,SRV2_015,47.36,60.53,123.98,39.69,0.859,437.0,0
2024-02-05 23:00:00,SRV2_015,45.9,61.5,144.22,20.33,0.947,511.9,0
2024-02-06 00:00:00,SRV2_016,62.98,72.05,114.97,40.58,0.661,417.9,0
2024-02-06 01:00:00,SRV2_016,65.66,59.76,125.31,32.96,0.92,607.4,0
2024-02-06 02:00:00,SRV2_016,38.02,65.37,75.47,22.14,0.503,518.4,0
2024-02-06 03:00:00,SRV2_016,27.78,56.88,116.9,37.34,0.672,383.1,0
2024-02-06 04:00:00,SRV2_016,50.16,56.4,139.67,39.42,0.443,481.2,0
2024-02-06 05:00:00,SRV2_016,37.69,52.46,97.66,35.08,0.373,552.2,0
2024-02-06 06:00:00,SRV2_016,37.1,60.21,83.37,45.51,0.429,491.7,0
2024-02-06 07:00:00,SRV2_016,51.55,53.91,105.56,50.74,0.133,439.1,0
2024-02-06 08:00:00,SRV2_017,47.78,62.5,102.5,37.54,0.21,466.2,0
2024-02-06 09:00:00,SRV2_017,34.96,61.66,125.86,28.42,0.36,525.4,0
2024-02-06 10:00:00,SRV2_017,42.37,62.57,133.18,26.98,0.174,417.3,0
2024-02-06 11:00:00,SRV2_017,47.52,60.97,124.07,40.04,0.378,544.8,0
2024-02-06 12:00:00,SRV2_017,42.61,72.36,191.78,91.27,0.507,401.6,1
2024-02-06 13:00:00,SRV2_017,25.64,82.3,155.02,30.04,0.502,490.7,0
2024-02-06 14:00:00,SRV2_017,64.11,55.19,124.5,47.7,0.555,542.4,0
2024-02-06 15:00:00,SRV2_017,27.0,62.87,115.43,37.85,0.68,447.7,0
2024-02-06 16:00:00,SRV2_018,26.86,65.89,130.74,35.82,0.68,463.5,0
2024-02-06 17:00:00,SRV2_018,39.93,53.71,123.23,43.33,0.508,398.2,0
2024-02-06 18:00:00,SRV2_018,33.94,54.62,130.72,35.88,1.454,472.5,0
2024-02-06 19:00:00,SRV2_018,56.19,54.61,104.83,39.96,0.603,493.1,0
2024-02-06 20:00:00,SRV2_018,32.85,78.0,109.05,29.77,0.713,579.2,0
2024-02-06 21:00:00,SRV2_018,43.14,58.87,133.87,51.71,0.346,526.8,0
2024-02-06 22:00:00,SRV2_018,35.8,62.16,137.75,35.49,0.752,467.9,0
2024-02-06 23:00:00,SRV2_018,30.63,66.47,86.84,46.11,0.664,616.8,0
2024-02-07 00:00:00,SRV2_019,42.0,55.95,104.64,31.87,0.639,591.2,0
2024-02-07 01:00:00,SRV2_019,55.85,59.51,132.31,25.27,0.505,553.6,0
2024-02-07 02:00:00,SRV2_019,42.25,60.52,144.24,41.25,0.742,473.0,0
2024-02-07 03:00:00,SRV2_019,30.57,69.42,132.16,28.29,0.678,575.2,0
2024-02-07 04:00:00,SRV2_019,36.63,49.58,145.56,42.0,1.101,533.8,0
2024-02-07 05:00:00,SRV2_019,30.59,57.21,149.42,40.25,1.036,424.3,0
2024-02-07 06:00:00,SRV2_019,51.94,65.3,120.8,25.53,0.557,439.4,0
2024-02-07 07:00:00,SRV2_019,47.24,60.52,100.71,25.81,0.233,513.1,0
2024-02-07 08:00:00,SRV2_020,52.38,61.43,117.25,30.81,0.339,441.2,0
2024-02-07 09:00:00,SRV2_020,36.28,49.45,99.14,38.44,0.468,535.0,0
2024-02-07 10:00:00,SRV2_020,47.27,63.7,119.35,30.15,0.479,492.1,0
2024-02-07 11:00:00,SRV2_020,51.93,71.39,139.26,28.84,0.412,506.7,0
2024-02-07 12:00:00,SRV2_020,37.33,49.98,144.46,42.37,25.808,527.9,1
2024-02-07 13:00:00,SRV2_020,53.74,56.65,120.63,38.49,0.296,585.4,0
2024-02-07 14:00:00,SRV2_020,41.56,55.07,146.38,25.37,0.588,468.2,0
2024-02-07 15:00:00,SRV2_020,51.94,64.46,108.01,33.03,0.6,572.2,0
2024-02-07 16:00:00,SRV2_021,47.12,67.32,129.37,42.2,0.38,554.5,0
2024-02-07 17:00:00,SRV2_021,50.76,49.36,114.92,37.19,0.55,549.8,0
2024-02-07 18:00:00,SRV2_021,54.94,65.92,158.92,34.07,0.859,633.6,0
2024-02-07 19:00:00,SRV2_021,40.02,48.64,150.3,32.87,0.29,574.2,0
2024-02-07 20:00:00,SRV2_021,51.83,52.63,106.04,44.43,0.247,470.0,0
2024-02-07 21:00:00,SRV2_021,19.55,47.53,123.02,46.01,0.706,468.8,0
2024-02-07 22:00:00,SRV2_021,42.43,58.08,108.17,39.76,25.307,533.1,1
2024-02-07 23:00:00,SRV2_021,41.17,65.69,99.04,24.39,0.32,478.4,0
2024-02-08 00:00:00,SRV2_022,64.16,62.3,112.72,40.2,0.133,468.1,0
2024-02-08 01:00:00,SRV2_022,38.88,48.22,104.74,30.08,13.26,558.4,1
2024-02-08 02:00:00,SRV2_022,50.02,70.61,128.52,39.2,0.837,543.8,0
2024-02-08 03:00:00,SRV2_022,45.35,63.22,117.3,28.17,0.46,455.7,0
2024-02-08 04:00:00,SRV2_022,42.6,68.51,109.51,30.2,0.524,476.0,0
2024-02-08 05:00:00,SRV2_022,50.33,67.51,87.43,97.1,0.536,389.2,1
2024-02-08 06:00:00,SRV2_022,63.86,68.7,112.29,44.44,0.324,487.8,0
2024-02-08 07:00:00,SRV2_022,42.34,70.06,102.12,35.86,0.457,223.0,1
2024-02-08 08:00:00,SRV2_023,37.83,65.79,102.7,39.04,0.486,441.0,0
2024-02-08 09:00:00,SRV2_023,63.75,67.2,130.3,34.8,0.663,485.2,0
2024-02-08 10:00:00,SRV2_023,47.22,46.77,101.75,45.24,0.31,456.9,0
2024-02-08 11:00:00,SRV2_023,38.31,92.35,75.33,37.52,0.197,571.9,1
2024-02-08 12:00:00,SRV2_023,95.09,63.34,119.27,45.86,1.05,465.6,1
2024-02-08 13:00:00,SRV2_023,53.73,55.98,83.14,26.13,0.307,495.5,0
2024-02-08 14:00:00,SRV2_023,44.85,66.79,148.71,32.64,0.309,534.6,0
2024-02-08 15:00:00,SRV2_023,44.4,56.58,97.29,24.54,0.407,527.6,0
2024-02-08 16:00:00,SRV2_024,38.12,64.11,156.7,33.8,0.614,500.2,0
2024-02-08 17:00:00,SRV2_024,35.82,49.27,129.27,41.81,0.443,461.8,0
2024-02-08 18:00:00,SRV2_024,27.52,64.48,122.74,37.56,0.708,592.3,0
2024-02-08 19:00:00,SRV2_024,33.2,66.09,91.42,23.65,0.626,543.2,0
2024-02-08 20:00:00,SRV2_024,37.74,68.89,90.39,36.66,0.586,228.9,1
2024-02-08 21:00:00,SRV2_024,51.65,61.43,125.04,27.5,0.261,480.7,0
2024-02-08 22:00:00,SRV2_024,45.59,49.12,104.34,45.36,0.356,543.5,0
2024-02-08 23:00:00,SRV2_024,33.96,66.55,160.15,32.49,0.508,495.6,0
2024-02-09 00:00:00,SRV2_025,56.64,44.35,130.11,35.66,0.223,471.8,0
2024-02-09 01:00:00,SRV2_025,30.46,63.62,136.45,27.98,0.487,496.0,0
2024-02-09 02:00:00,SRV2_025,38.79,70.19,157.01,19.9,0.46,410.0,0
2024-02-09 03:00:00,SRV2_025,43.8,45.81,92.59,50.43,0.818,475.5,0
2024-02-09 04:00:00,SRV2_025,52.96,64.65,95.33,27.13,0.919,410.5,0
2024-02-09 05:00:00,SRV2_025,56.51,61.86,152.28,42.87,1.386,495.9,0
2024-02-09 06:00:00,SRV2_025,56.02,57.44,105.55,33.49,0.846,626.5,0
2024-02-09 07:00:00,SRV2_025,47.43,59.92,136.04,31.93,0.319,532.5,0
